* 超絶ドラゴンラッシュ！ [#tb4d7a96]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|五龍咆哮 地獄級（テクニカル）	|50|5|30000|22500|&color(#080){''450''};|
|五龍咆哮 超級（テクニカル）		|40|5|20000|16000|&color(#080){''400''};|
|五龍咆哮 上級（テクニカル）		|25|5|8000|6500|&color(#080){''260''};|
|五龍咆哮 中級（テクニカル）		|15|5|4000|3000|&color(#080){''200''};|

- 出現するモンスターはランダムだがシリーズは固定されている
- ボウモアを引くかどうかで難易度が異なる

|>|>|~中級・上級||>|>|~超級・地獄級|
|1|伝説龍|&mons142; &mons143; &mons144; &mons145; &mons146; ||1|戦国龍|&mons540; &mons541; &mons542; &mons543; &mons544; |
|2|天空龍|&mons216; &mons217; &mons218; &mons219; &mons220; ||2|神秘龍|&mons782; &mons783; &mons784; &mons785; &mons786; |
|3|戦国龍|&mons540; &mons541; &mons542; &mons543; &mons544; ||3|歴龍|&mons441; &mons442; &mons443; &mons444; &mons445; |
|4|神秘龍|&mons782; &mons783; &mons784; &mons785; &mons786; ||4|魔石龍|&mons737; &mons738; &mons739; &mons740; &mons741; |
|5|御三家&br;(究極)|&mons480; &mons481; &mons482; &mons483; &mons484; ||5|御三家&br;(究極)|&mons480; &mons481; &mons482; &mons483; &mons484; |

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons482; %%%[[大花龍・ガイアブラキオス>モンスター図鑑/0482]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''7102''};|&color(#b00){3};|702388|84||
|~|&mons483; %%%[[太陽龍・ソルプテラドス>モンスター図鑑/0483]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''2191''};|&color(#b00){1};|580999|84||
|~|&mons484; %%%[[月光龍・ルナデスピナス>モンスター図鑑/0484]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''4568''};|&color(#b00){2};|661854|0||
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):五龍咆哮 中級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons142; %%%[[炎龍・ムスプルヘイム>モンスター図鑑/0142]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){3};|15155|93|マグマブレス（連続攻撃444）|
|~|&mons143; %%%[[氷龍・ニブルヘイム>モンスター図鑑/0143]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){8};|16155|31|ブリザードブレス（連続攻撃2298）|
|~|&mons144; %%%[[島龍・ユグドラシル>モンスター図鑑/0144]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){4};|1155|6200|ガイアブレス（連続攻撃572）|
|~|&mons145; %%%[[機龍・ヴァルハラ>モンスター図鑑/0145]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|12655|93|ホーリーブレス（連続攻撃198）|
|~|&mons146; %%%[[邪龍・ヘルヘイム>モンスター図鑑/0146]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|15155|62|ヘルブレス（連続攻撃370）|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons216; %%%[[緋天龍・エルドラド>モンスター図鑑/0216]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''144''};|&color(#b00){1};|25230|0|フレイムブレス（連続攻撃244）|
|~|&mons217; %%%[[蒼天龍・ニライカナイ>モンスター図鑑/0217]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''294''};|&color(#b00){2};|30230|92|スプラッシュブレス（連続攻撃618）==HP50％以下で使用==|
|~|&mons218; %%%[[樹天龍・ホウライ>モンスター図鑑/0218]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''519''};|&color(#b00){3};|35230|92|ロックブレス（連続攻撃936）|
|~|&mons219; %%%[[聖天龍・シャングリラ>モンスター図鑑/0219]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''219''};|&color(#b00){2};|27730|92|プラズマブレス（連続攻撃385）|
|~|&mons220; %%%[[夜天龍・エリュシオン>モンスター図鑑/0220]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''219''};|&color(#b00){1};|30230|92|カースブレス（連続攻撃396）==HP75％以下で使用==|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons540; %%%[[風林火山龍・シンゲン>モンスター図鑑/0540]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''467''};|&color(#b00){2};|67780|112||
|~|&mons541; %%%[[毘沙門龍・ケンシン>モンスター図鑑/0541]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''234''};|&color(#b00){1};|15|10000||
|~|&mons542; %%%[[独眼竜・マサムネ>モンスター図鑑/0542]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''257''};|&color(#b00){1};|57780|168||
|~|&mons543; %%%[[太閤龍・ヒデヨシ>モンスター図鑑/0543]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''429''};|&color(#b00){2};|61280|112||
|~|&mons544; %%%[[第六天魔龍・ノブナガ>モンスター図鑑/0544]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''774''};|&color(#b00){3};|77780|56||
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons782; %%%[[神秘の巨石龍・バールベック>モンスター図鑑/0782]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''474''};|&color(#b00){2};|72980|82||
|~|&mons783; %%%[[神秘の天体龍・アンティキティラ>モンスター図鑑/0783]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''279''};|&color(#b00){1};|70205|82||
|~|&mons784; %%%[[神秘の絵画龍・ナスカ>モンスター図鑑/0784]]%%%			||BGCOLOR(#bbf1a6):木|&color(#b00){''279''};|&color(#b00){1};|82955|0||
|~|&mons785; %%%[[神秘の結晶龍・クリスタルスカル>モンスター図鑑/0785]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''392''};|&color(#b00){2};|10|1000||
|~|&mons786; %%%[[神秘の円盤龍・ネブラディスク>モンスター図鑑/0786]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''242''};|&color(#b00){1};|10|600000||
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons480; %%%[[爆炎龍・グランティラノス>モンスター図鑑/0480]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''579''};|&color(#b00){1};|129105|42||
|~|&mons481; %%%[[氷塊龍・デプスプレシオス>モンスター図鑑/0481]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''969''};|&color(#b00){2};|151355|105||
|~|&mons482; %%%[[大花龍・ガイアブラキオス>モンスター図鑑/0482]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1682''};|&color(#b00){3};|166355|42||
|~|&mons483; %%%[[太陽龍・ソルプテラドス>モンスター図鑑/0483]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''519''};|&color(#b00){1};|137605|42||
|~|&mons484; %%%[[月光龍・ルナデスピナス>モンスター図鑑/0484]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1082''};|&color(#b00){2};|156755|0||

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#rdc4c62e]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
